display,tooltips,purity,complexity,cost,processing,steps,viewBox,recipeIndexes,id
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""quark:wraith""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""excompressum:angry_chicken""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""cyclicmagic:robot""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumadditions:chester""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumadditions:blue_wolf""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""astralsorcery:entityflare""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""astralsorcery:entityspectraltool""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""astralsorcery:entityliquidspark""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""deepmoblearning:glitch""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""deepmoblearning:trial_enderman""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""deepmoblearning:trial_spider""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""deepmoblearning:trial_cave_spider""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""deepmoblearning:trial_slime""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:deers""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:sprouts""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:fairies""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:rainbowslime""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:rainbow_golem""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:hero""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:creeper""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:owl""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:slime""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:dire_wolf""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:withercat""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:witherwitch""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:enderminy""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:knight_fallen""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:fallenmount""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:timberwolf""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:rootsonesprite""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:rootsonespriteling""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:rootsonespriteprojectile""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:rootsonespritegreater""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:rootsonespriteboss""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""emberroot:skeleton_frozen""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""endreborn:endguard""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""endreborn:watcher""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""endreborn:endlord""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""endreborn:chronologist""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""industrialforegoing:pink_slime""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""randomthings:spirit""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""randomthings:goldenchicken""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""testdummy:dummy""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""plustic:supremeleader""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""plustic:blindbandit""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""netherendingores:netherfish""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""openblocks:luggage""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""openblocks:mini_me""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:cultistportalgreater""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:cultistportallesser""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:turretbasic""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:turretadvanced""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:arcanebore""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:golem""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:eldritchwarden""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:eldritchgolem""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:cultistleader""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:taintaclegiant""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:brainyzombie""}},blacklist:0b,sticky:0b,slotCount:5}}"
Soul Item Filter,,1,28801607.617809072,12264.37459879613,28789343.243210275,252,,29427,"enderio:item_soul_filter_normal:0:{""enderio:filter"":{""enderio:class"":""crazypants.enderio.base.filter.item.SoulFilter"",souls:{size:1,0:{entityId:""thaumcraft:giantbrainyzombie""}},blacklist:0b,sticky:0b,slotCount:5}}"
