display,tooltips,purity,complexity,cost,processing,steps,imgsrc,labels,recipeIndexes,depIndexes,id
Slime Scythe Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,656 1584,,30560,,"tconstruct:scythe_head:0:{Material:""blueslime""}"
Slime Large Sword Blade,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,3760 1536,,30567,,"tconstruct:large_sword_blade:0:{Material:""blueslime""}"
Slime Hand Guard,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,896 1504,,30563,,"tconstruct:hand_guard:0:{Material:""blueslime""}"
Slime Broad Axe Head,"Slimey, Challenger\nMaterial added by Tinkers' Evolution",1,18297.58421357616,15596,2701.5842135761586,41,3744 1440,,30559,,"tconstruct:broad_axe_head:0:{Material:""blueslime""}"
Slime Sign Plate,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,992 1632,,30566,,"tconstruct:sign_head:0:{Material:""blueslime""}"
Slime Excavator Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,3104 1472,,30557,,"tconstruct:excavator_head:0:{Material:""blueslime""}"
Slime Pan,"Slimey, Challenger\nMaterial added by Tinkers' Evolution",1,18297.58421357616,15596,2701.5842135761586,41,3104 1552,,30565,,"tconstruct:pan_head:0:{Material:""blueslime""}"
Slime Knife Blade,"Slimey, Challenger\nMaterial added by Tinkers' Evolution",1,18297.58421357616,15596,2701.5842135761586,41,2480 1520,,30570,,"tconstruct:knife_blade:0:{Material:""blueslime""}"
Slime Tough Binding,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,2176 1680,,30558,,"tconstruct:tough_binding:0:{Material:""blueslime""}"
Slime Boots Core,"Slimey, Bouncy\nMaterial added by Tinkers' Antique",1,18297.58421357616,15596,2701.5842135761586,41,1600 448,,30576,,"conarm:boots_core:0:{Material:""blueslime""}"
Slime Leggings Core,"Slimey, Bouncy\nMaterial added by Tinkers' Antique",1,18297.58421357616,15596,2701.5842135761586,41,2704 480,,30575,,"conarm:leggings_core:0:{Material:""blueslime""}"
Slime Chestplate Core,"Slimey, Bouncy\nMaterial added by Tinkers' Antique",1,18297.58421357616,15596,2701.5842135761586,41,640 464,,30574,,"conarm:chest_core:0:{Material:""blueslime""}"
Slime Helmet Core,"Slimey, Bouncy\nMaterial added by Tinkers' Antique",1,18297.58421357616,15596,2701.5842135761586,41,3728 464,,30571,,"conarm:helmet_core:0:{Material:""blueslime""}"
Slime Armor Trim,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,2672 432,,30573,,"conarm:armor_trim:0:{Material:""blueslime""}"
Slime Armor Plates,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,3760 416,,30572,,"conarm:armor_plate:0:{Material:""blueslime""}"
Slime Sledge Hammer Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,2208 1376,,30580,,"tcomplement:sledge_head:0:{Material:""blueslime""}"
Slime Chisel Head,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,2512 1360,,30579,,"tcomplement:chisel_head:0:{Material:""blueslime""}"
Slime Pipe Piece,Slimey\nMaterial added by Tinkers' Antique,1,18297.58421357616,15596,2701.5842135761586,41,3712 1216,,30578,,"plustic:pipe_piece:0:{Material:""blueslime""}"
Blue Slime Crystal,,1,18295.58421357616,15595,2700.5842135761586,40,2592 1552,,24158 22721,30546 30547 30548 30549 30550 30551 30552 30553 30554 30555 30556 30557 30558 30559 30560 30561 30562 30563 30564 30565 30566 30567 30568 30569 30570 30571 30572 30573 30574 30575 30576 30577 30578 30579 30580 65920 66284,tconstruct:materials:10
Transfer Node (Items),,1,18283.48972533366,592.477567313058,17691.012158020603,75,128 688,,50666,9546 50670,extrautils2:grocket:0
Carbon Fiber Pickaxe Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,3136 1568,,32055,,"tconstruct:pick_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Axe Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,2848 1408,,32058 25326,,"tconstruct:axe_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Kama Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,896 1520,,32059,,"tconstruct:kama_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Shovel Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,3392 1616,,32057,,"tconstruct:shovel_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Tool Rod,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,624 1680,,32054,,"tconstruct:tool_rod:0:{Material:""carbon_fiber""}"
Carbon Fiber Bowlimb,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,2016 1440,,32074,,"tconstruct:bow_limb:0:{Material:""carbon_fiber""}"
Carbon Fiber Large Plate,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,2224 1536,,32062,,"tconstruct:large_plate:0:{Material:""carbon_fiber""}"
Carbon Fiber Arrow Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,3856 1392,,32075,,"tconstruct:arrow_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Tough Tool Rod,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,1920 1696,,32060 20701,,"tconstruct:tough_tool_rod:0:{Material:""carbon_fiber""}"
Carbon Fiber Wide Guard,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,480 1712,,32068,,"tconstruct:wide_guard:0:{Material:""carbon_fiber""}"
Carbon Fiber Binding,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,1472 1424,,32056,,"tconstruct:binding:0:{Material:""carbon_fiber""}"
Carbon Fiber Sword Blade,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,1920 1648,,32067,,"tconstruct:sword_blade:0:{Material:""carbon_fiber""}"
Carbon Fiber Cross Guard,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,1136 1472,,32070,,"tconstruct:cross_guard:0:{Material:""carbon_fiber""}"
Carbon Fiber Hammer Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,3408 1488,,32061,,"tconstruct:hammer_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Scythe Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,1840 1584,,32066,,"tconstruct:scythe_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Large Sword Blade,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,832 1552,,32073,,"tconstruct:large_sword_blade:0:{Material:""carbon_fiber""}"
Carbon Fiber Hand Guard,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,2064 1504,,32069,,"tconstruct:hand_guard:0:{Material:""carbon_fiber""}"
Carbon Fiber Broad Axe Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,816 1456,,32065,,"tconstruct:broad_axe_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Sign Plate,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,2192 1632,,32072,,"tconstruct:sign_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Excavator Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,176 1488,,32063,,"tconstruct:excavator_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Pan,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,208 1568,,32071,,"tconstruct:pan_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Knife Blade,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,3648 1520,,32076,,"tconstruct:knife_blade:0:{Material:""carbon_fiber""}"
Carbon Fiber Tough Binding,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,3344 1680,,32064,,"tconstruct:tough_binding:0:{Material:""carbon_fiber""}"
Carbon Fiber Boots Core,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,2928 448,,32082,,"conarm:boots_core:0:{Material:""carbon_fiber""}"
Carbon Fiber Leggings Core,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,4016 480,,32081,,"conarm:leggings_core:0:{Material:""carbon_fiber""}"
Carbon Fiber Chestplate Core,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,1968 464,,32080,,"conarm:chest_core:0:{Material:""carbon_fiber""}"
Carbon Fiber Helmet Core,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,960 480,,32077,,"conarm:helmet_core:0:{Material:""carbon_fiber""}"
Carbon Fiber Armor Trim,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,4000 432,,32079,,"conarm:armor_trim:0:{Material:""carbon_fiber""}"
Carbon Fiber Armor Plates,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,992 432,,32078,,"conarm:armor_plate:0:{Material:""carbon_fiber""}"
Carbon Fiber Sledge Hammer Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,3376 1376,,32086,,"tcomplement:sledge_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Chisel Head,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,3696 1360,,32085,,"tcomplement:chisel_head:0:{Material:""carbon_fiber""}"
Carbon Fiber Pipe Piece,,1,18283.297872306313,605.2857142857143,17678.0121580206,62,784 1232,,32084,,"plustic:pipe_piece:0:{Material:""carbon_fiber""}"
Carbon Plate,,1,18282.297872306313,604.2857142857143,17678.0121580206,62,1808 848,,10024 14741 12282,15585 32052 32053 32054 32055 32056 32057 32058 32059 32060 32061 32062 32063 32064 32065 32066 32067 32068 32069 32070 32071 32072 32073 32074 32075 32076 32077 32078 32079 32080 32081 32082 32083 32084 32085 32086 50351 50372 50390 64558 64559 64560 64561 65112 65296 65304 66306 66307 66308 66309 66310 66311 66312 66313 66314,ic2:crafting:15
Written Book,,1,18280.39155215232,14272.124548611111,4008.2670035412075,64,2560 1104,,6889,20666 20763 62992,"minecraft:written_book:0:{pages:[""Sssss?"",""Hsssss?""],author:""Creeper""}"
Written Book,,1,18280.39155215232,14272.124548611111,4008.2670035412075,64,2656 1104,,6890,20666 20763 62992,"minecraft:written_book:0:{pages:[""Meeeoow?"",""Rreraow?""],author:""Cat""}"
Written Book,,1,18280.39155215232,14272.124548611111,4008.2670035412075,64,2640 1104,,6891,20666 20763 62992,"minecraft:written_book:0:{pages:[""Baa?"",""Maaaa?""],author:""Sheep""}"
Written Book,,1,18280.39155215232,14272.124548611111,4008.2670035412075,64,2560 1104,,6893,20666 20763 62992,"minecraft:written_book:0:{pages:[""Cock A Doodle?"",""Cluck?""],author:""Chicken""}"
Leadstone Fluxduct,,1,18264.52095294963,543.6643504845849,17720.856602465046,80,3728 1776,,66195,59662 59663,thermaldynamics:duct_0:0
Amplifier Electron Tubes,,1,18224.422407624388,4416.827173076924,13807.595234547463,93,1456 912,,51386 20791,,immersiveengineering:toolupgrade:6
Native Magnesium Cluster,,1,18156.668913263427,5289.823541666667,12866.845371596763,58,2096 944,,19357 8018 8209 16840,8090 8347 10066 11611 12971 15655 16357 16819 22259 24555 26112 38266 66372,jaopca:item_clustermagnesium:0
Rat Upgrade: Mega-Bucket,,1,18143.98156400351,16674.430128205127,1469.5514357983811,60,3296 1312,,56069,,rats:rat_upgrade_big_bucket:0
Silverwood Arcane Pressure Plate,,1,18141.291919119452,8265.437103078244,9875.854816041207,38,4032 1760,,29800,22788,thaumicaugmentation:warded_pressure_plate_silverwood:0
Dirty Aquamarine,,1,18127.608918605307,9635.941249999998,8491.66766860531,68,704 960,,66384 24417 24268 24438 24221 22193 22312 22408 22456,11633 15002 15288 15678 17727 18153 18912 22360 24314 25524 25525 26293 26810 26811 35137 36894,jaopca:item_dirtygemaquamarine:0
Block of Chamelium,Hold [§fLSHIFT§7] for a detailed tooltip.,1,18109.76143579838,12733.291666666666,5376.469769131714,65,3984 1200,,61109,,opencomputers:chameliumblock:13
Reinforcement,§7Reinforced Modifier,1,18084.86335954746,2692.752708333333,15392.110651214129,82,2624 1552,,66138 66137 25326 25327 25328 25335,,tconstruct:materials:14
Mana Infused Ingot,,1,18080.721206987706,8748.317640946501,9332.403566041206,87,4032 1808,,58340 58328 43863 24088 24131 24110 14226 11612 15882 15881 13092 13097 27002 27320 27184 26995 26930 19176 19155 27304 19302 22261 22286 22299 22384 22686 22744,7358 7576 7731 8617 12257 12898 14742 14767 14821 14997 17280 17507 17979 17981 18803 20450 22054 26231 28113 34367 34932 41090 42682 43867 43870 43873 58279 58329 61713 63030,thermalfoundation:material:136
Redstone OR Filter,,1,18063.92597222222,13833.533333333333,4230.3926388888885,50,1504 624,,61562 61556,61561,enderio:item_redstone_or_filter:0
Fluid Regulator,,1,18058.64747746505,15129.420624999999,2929.226852465048,58,2832 864,,50298,,ic2:te:30
Composite Mana Lens: Velocity Potency,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:2s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Resistance,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:3s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Efficiency,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:4s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Bounce,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:5s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Gravity,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:6s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Bore,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:7s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Damaging,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:8s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Phantom,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:9s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Magnetizing,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:10s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Entropic,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:11s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Influence,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:12s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Weight,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:13s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Paintslinger,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:14s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Kindle,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:15s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Force,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:16s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Flash,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:17s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Warp,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:18s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Redirective,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:19s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Celebratory,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:20s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Velocity Messenger,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,352 224,,56897 53001,39015 56897,"botania:lens:1:{compositeLens:{Count:1,Damage:22s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Velocity,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:1s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Resistance,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:3s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Efficiency,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:4s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Bounce,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:5s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Gravity,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:6s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Bore,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:7s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Damaging,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:8s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Phantom,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:9s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Magnetizing,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:10s,tag:{},id:""botania:lens""}}"
Composite Mana Lens: Potency Entropic,,1,18057.228193531388,8577.984793447293,9479.243400084095,117,432 224,,56897 53221,39016 56897,"botania:lens:2:{compositeLens:{Count:1,Damage:11s,tag:{},id:""botania:lens""}}"
